2,1,1
3,1,1
5,1,1
5,1,1
11,1,1
44,1,1
44,1,1
59,1,1
59,1,1
73,1,1
157,1,1
159,1,1
161,1,1
197,1,1
1,2,1
4,2,1
6,2,1
6,2,1
12,2,1
45,2,1
45,2,1
45,2,1
58,2,1
58,2,1
160,2,1
169,2,1
170,2,1
178,2,1
198,2,1
231,2,1
4,3,1
4,3,1
17,3,1
23,3,1
70,3,1
81,3,1
81,3,1
81,3,1
111,3,1
111,3,1
123,3,1
123,3,1
3,4,1
27,4,1
55,4,1
69,4,1
72,4,1
82,4,1
111,4,1
111,4,1
112,4,1
124,4,1
1,5,1
44,5,1
44,5,1
44,5,1
75,5,1
2,6,1
12,6,1
20,6,1
40,6,1
45,6,1
45,6,1
65,6,1
65,6,1
65,6,1
74,6,1
74,6,1
74,6,1
76,6,1
158,6,1
176,6,1
8,7,1
59,7,1
66,7,1
85,7,1
133,7,1
197,7,1
209,7,1
7,8,1
12,8,1
12,8,1
66,8,1
66,8,1
10,9,1
13,9,1
18,9,1
18,9,1
18,9,1
41,9,1
73,9,1
9,10,1
14,10,1
17,10,1
17,10,1
18,10,1
41,10,1
41,10,1
74,10,1
181,10,1
7,11,1
7,11,1
12,11,1
15,11,1
18,11,1
18,11,1
21,11,1
21,11,1
21,11,1
40,11,1
40,11,1
40,11,1
41,11,1
42,11,1
42,11,1
42,11,1
42,11,1
42,11,1
42,11,1
44,11,1
44,11,1
44,11,1
44,11,1
44,11,1
46,11,1
46,11,1
47,11,1
50,11,1
50,11,1
50,11,1
50,11,1
50,11,1
50,11,1
50,11,1
73,11,1
77,11,1
77,11,1
113,11,1
159,11,1
159,11,1
159,11,1
6,12,1
8,12,1
8,12,1
11,12,1
16,12,1
16,12,1
16,12,1
16,12,1
16,12,1
22,12,1
41,12,1
43,12,1
43,12,1
43,12,1
43,12,1
43,12,1
43,12,1
43,12,1
43,12,1
45,12,1
45,12,1
45,12,1
45,12,1
45,12,1
45,12,1
47,12,1
47,12,1
47,12,1
51,12,1
51,12,1
51,12,1
51,12,1
51,12,1
51,12,1
51,12,1
51,12,1
74,12,1
77,12,1
77,12,1
77,12,1
78,12,1
160,12,1
160,12,1
160,12,1
1,13,1
2,13,1
7,13,1
7,13,1
9,13,1
11,13,1
11,13,1
11,13,1
18,13,1
18,13,1
21,13,1
21,13,1
22,13,1
40,13,1
41,13,1
41,13,1
42,13,1
42,13,1
42,13,1
44,13,1
44,13,1
46,13,1
50,13,1
50,13,1
77,13,1
79,13,1
110,13,1
110,13,1
111,13,1
114,13,1
162,13,1
162,13,1
162,13,1
168,13,1
175,13,1
175,13,1
175,13,1
178,13,1
178,13,1
178,13,1
178,13,1
178,13,1
183,13,1
201,13,1
203,13,1
209,13,1
209,13,1
1,14,1
1,14,1
2,14,1
7,14,1
8,14,1
8,14,1
8,14,1
8,14,1
8,14,1
8,14,1
8,14,1
8,14,1
8,14,1
8,14,1
10,14,1
12,14,1
12,14,1
12,14,1
12,14,1
12,14,1
12,14,1
21,14,1
21,14,1
22,14,1
40,14,1
40,14,1
41,14,1
43,14,1
43,14,1
45,14,1
47,14,1
75,14,1
77,14,1
78,14,1
78,14,1
78,14,1
78,14,1
96,14,1
110,14,1
110,14,1
110,14,1
110,14,1
110,14,1
111,14,1
111,14,1
112,14,1
114,14,1
162,14,1
162,14,1
162,14,1
162,14,1
162,14,1
167,14,1
167,14,1
174,14,1
174,14,1
174,14,1
177,14,1
182,14,1
184,14,1
197,14,1
202,14,1
208,14,1
250,14,1
11,15,1
11,15,1
50,15,1
50,15,1
215,15,1
51,16,1
198,16,1
3,17,1
18,17,1
18,17,1
43,17,1
53,17,1
9,18,1
17,18,1
17,18,1
42,18,1
42,18,1
52,18,1
9,19,1
9,19,1
9,19,1
9,19,1
9,19,1
9,19,1
9,19,1
13,19,1
20,19,1
40,19,1
40,19,1
40,19,1
40,19,1
40,19,1
40,19,1
40,19,1
40,19,1
41,19,1
41,19,1
46,19,1
46,19,1
73,19,1
77,19,1
77,19,1
77,19,1
77,19,1
77,19,1
77,19,1
77,19,1
78,19,1
80,19,1
177,19,1
6,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
10,20,1
19,20,1
40,20,1
40,20,1
40,20,1
40,20,1
40,20,1
41,20,1
41,20,1
41,20,1
41,20,1
43,20,1
53,20,1
74,20,1
74,20,1
78,20,1
78,20,1
78,20,1
178,20,1
5,21,1
5,21,1
5,21,1
5,21,1
5,21,1
11,21,1
19,21,1
19,21,1
19,21,1
22,21,1
22,21,1
42,21,1
44,21,1
46,21,1
73,21,1
73,21,1
73,21,1
75,21,1
75,21,1
75,21,1
108,21,1
108,21,1
108,21,1
113,21,1
113,21,1
114,21,1
176,21,1
176,21,1
176,21,1
176,21,1
181,21,1
181,21,1
181,21,1
6,22,1
6,22,1
6,22,1
12,22,1
20,22,1
20,22,1
20,22,1
20,22,1
20,22,1
20,22,1
20,22,1
20,22,1
21,22,1
21,22,1
43,22,1
45,22,1
74,22,1
74,22,1
74,22,1
76,22,1
113,22,1
114,22,1
168,22,1
174,22,1
176,22,1
176,22,1
176,22,1
176,22,1
181,22,1
181,22,1
181,22,1
181,22,1
4,23,1
7,23,1
7,23,1
171,23,1
15,24,1
72,24,1
161,24,1
172,24,1
172,24,1
197,24,1
208,24,1
72,25,1
82,25,1
174,26,1
197,26,1
203,26,1
219,26,1
175,27,1
198,27,1
56,28,1
66,28,1
66,28,1
69,28,1
69,28,1
70,28,1
108,28,1
151,28,1
157,28,1
157,28,1
157,28,1
157,28,1
157,28,1
157,28,1
157,28,1
157,28,1
158,28,1
158,28,1
158,28,1
158,28,1
158,28,1
158,28,1
158,28,1
158,28,1
158,28,1
158,28,1
158,28,1
174,28,1
174,28,1
175,28,1
54,29,1
54,29,1
54,29,1
55,29,1
55,29,1
55,29,1
57,29,1
58,29,1
60,29,1
61,29,1
96,29,1
150,29,1
240,29,1
267,29,1
54,30,1
55,30,1
55,30,1
61,30,1
61,30,1
88,30,1
96,30,1
151,30,1
171,30,1
241,30,1
241,30,1
54,31,1
54,31,1
54,31,1
55,31,1
55,31,1
56,31,1
57,31,1
61,31,1
88,31,1
96,31,1
242,31,1
242,31,1
54,32,1
55,32,1
56,32,1
57,32,1
58,32,1
89,32,1
89,32,1
98,32,1
32,33,1
54,33,1
54,33,1
54,33,1
54,33,1
55,33,1
55,33,1
56,33,1
57,33,1
58,33,1
59,33,1
98,33,1
114,33,1
244,33,1
54,34,1
55,34,1
55,34,1
55,34,1
56,34,1
57,34,1
57,34,1
91,34,1
91,34,1
146,34,1
161,34,1
245,34,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
54,35,1
55,35,1
55,35,1
55,35,1
55,35,1
55,35,1
55,35,1
55,35,1
55,35,1
56,35,1
56,35,1
57,35,1
57,35,1
57,35,1
54,36,1
54,36,1
54,36,1
54,36,1
54,36,1
54,36,1
54,36,1
54,36,1
54,36,1
55,36,1
55,36,1
55,36,1
55,36,1
55,36,1
55,36,1
55,36,1
55,36,1
55,36,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
54,37,1
55,37,1
55,37,1
55,37,1
55,37,1
55,37,1
55,37,1
56,37,1
109,37,1
109,37,1
109,37,1
109,37,1
109,37,1
109,37,1
109,37,1
54,38,1
54,38,1
54,38,1
55,38,1
55,38,1
56,38,1
57,38,1
58,38,1
59,38,1
54,39,1
54,39,1
54,39,1
54,39,1
55,39,1
55,39,1
55,39,1
55,39,1
55,39,1
55,39,1
58,39,1
58,39,1
135,39,1
136,39,1
136,39,1
249,39,1
249,39,1
17,40,1
18,40,1
21,40,1
47,40,1
47,40,1
73,40,1
73,40,1
73,40,1
73,40,1
74,40,1
77,40,1
78,40,1
7,41,1
8,41,1
10,41,1
11,41,1
12,41,1
13,41,1
18,41,1
46,41,1
74,41,1
74,41,1
160,41,1
11,42,1
15,42,1
15,42,1
18,42,1
21,42,1
73,42,1
12,43,1
16,43,1
16,43,1
17,43,1
17,43,1
22,43,1
76,43,1
78,43,1
86,43,1
1,44,1
7,44,1
7,44,1
11,44,1
21,44,1
45,44,1
113,44,1
114,44,1
114,44,1
169,44,1
169,44,1
197,44,1
197,44,1
232,44,1
2,45,1
6,45,1
8,45,1
22,45,1
44,45,1
47,45,1
51,45,1
76,45,1
76,45,1
113,45,1
113,45,1
158,45,1
170,45,1
170,45,1
173,45,1
173,45,1
198,45,1
198,45,1
11,46,1
11,46,1
47,46,1
12,47,1
12,47,1
46,47,1
49,48,1
63,48,1
159,48,1
16,49,1
16,49,1
48,49,1
113,49,1
11,50,1
11,50,1
15,50,1
15,50,1
42,50,1
44,50,1
46,50,1
46,50,1
48,50,1
48,50,1
48,50,1
48,50,1
51,50,1
63,50,1
113,50,1
159,50,1
159,50,1
159,50,1
159,50,1
159,50,1
159,50,1
159,50,1
159,50,1
159,50,1
197,50,1
16,51,1
16,51,1
16,51,1
45,51,1
49,51,1
50,51,1
160,51,1
160,51,1
